"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG00000075618",1049.29463551319,1.72200105829698,0.292527847464953,5.88662266932821,3.94167223918477e-09,1.99249540947235e-07
"ENSG00000075702",410.399356330823,1.6594824411045,0.408785887214554,4.05953946309676,4.91695977558386e-05,0.000677146693250976
"ENSG00000075826",154.596445267232,-1.11639390893498,0.301317259967424,-3.70504467303226,0.000211353479463202,0.00223614662288721
"ENSG00000076662",34.4078175384726,1.92646244937368,0.389059586841668,4.95158714636089,7.36106420764762e-07,1.88524614742844e-05
"ENSG00000076706",2195.50760962189,1.29750896190111,0.227370816403807,5.70657651858345,1.15271098798014e-08,5.09596013096096e-07
"ENSG00000076928",1521.84631856459,1.15504565094888,0.196068515020237,5.8910307492749,3.83794124502987e-09,1.94398716261412e-07
"ENSG00000077092",1790.27252841771,-1.2613249132313,0.236688566057783,-5.32904877594877,9.87284819102977e-08,3.29384543247929e-06
"ENSG00000077150",587.397989635493,1.025815173128,0.311407151627909,3.29412849950766,0.00098727353706389,0.00781510865055762
"ENSG00000077420",171.11784509927,1.17957783801844,0.401020146541741,2.94144283819831,0.00326687130928349,0.019864800461942
"ENSG00000077458",420.179507106792,-1.12336150042201,0.169218081180897,-6.63854295346324,3.16799033675527e-11,2.71470733583186e-09
"ENSG00000077616",134.777154683961,-1.49854455177849,0.333118480020508,-4.4985332296372,6.84239027356593e-06,0.000124245493051645
"ENSG00000077984",243.7542919891,1.2466782303285,0.381455044864518,3.26821796463928,0.00108226982710341,0.0083581961770931
"ENSG00000078081",80.1949238078357,2.15656098227476,0.735379306207538,2.93258317724015,0.00336154864658854,0.0202729983694718
"ENSG00000078114",10972.6272888766,-1.09135548445853,0.22218118978668,-4.91200666224877,9.01489890656978e-07,2.25570800440189e-05
"ENSG00000078328",141.616860113052,-1.1908666662585,0.379455424981616,-3.13835720313182,0.00169897694267263,0.0119568567704349
"ENSG00000079393",39.3606671872599,1.96242566568511,0.523072654054588,3.75172674479044,0.000175620819427985,0.00191476433277867
"ENSG00000079435",61.359756580168,1.38284206308919,0.312016938854404,4.43194548400611,9.33866321637335e-06,0.000163292823899437
"ENSG00000079557",494.804270071488,-1.9161982151986,0.560866161132145,-3.41649817370089,0.000634320892794468,0.00548254831761767
"ENSG00000079931",664.2521655931,2.50402751261033,0.591928829537579,4.23028477015809,2.33395661052373e-05,0.000357406746074203
"ENSG00000081041",63.5300733731166,-1.53837863188287,0.578745654582787,-2.65812558539533,0.00785766064155715,0.038192382395696
"ENSG00000081051",36.7775362832858,-1.70323965552367,0.526426814005365,-3.23547283346839,0.00121441441137859,0.00919984178065853
"ENSG00000081237",1523.57193102437,1.61028984305136,0.336196880203593,4.78972274244844,1.6701191559672e-06,3.7750425944545e-05
"ENSG00000081277",148.038209079357,1.81303104421415,0.451605689470563,4.01463286775603,5.95383967863604e-05,0.000792430725738463
"ENSG00000082074",407.403832358199,1.54982048758981,0.297710005157628,5.20580585381814,1.93156513377757e-07,5.97424261772341e-06
"ENSG00000082497",96.7307026234805,1.63875639400835,0.466904328580847,3.50983337205149,0.000448387585866461,0.00414099468760083
"ENSG00000083454",62.5458411541394,3.67396284829566,0.804431108369629,4.56715660305806,4.94384660439067e-06,9.48876314701229e-05
"ENSG00000084636",189.337261462674,1.46513343376832,0.487530901570881,3.00521142156835,0.00265396302721552,0.0169402425393789
"ENSG00000084710",90.4148382216673,2.11784459440171,0.410139624529196,5.16371612919091,2.4209475456518e-07,7.3072315424969e-06
"ENSG00000085117",1463.5541469801,1.06428342880069,0.217933899656915,4.88351482020995,1.04211313270935e-06,2.5589553294066e-05
"ENSG00000085265",1906.084210407,2.63959054718719,0.330671017459418,7.9825276719667,1.43366653266529e-15,3.092517584513e-13
"ENSG00000085514",404.734357247819,1.53967803898248,0.265452512540428,5.80020141549042,6.62353135133749e-09,3.1211676360295e-07
"ENSG00000085741",29.4217918700142,1.78220522397718,0.565835436095351,3.14968824907044,0.00163444770667156,0.011628419254005
"ENSG00000085831",412.885554131252,1.31612295327809,0.351419073564052,3.74516653273861,0.000180274154369722,0.00195782113308993
"ENSG00000086506",4.10780741189839,4.10474145183558,1.18418778238317,3.46629268845759,0.000527688499590229,0.00473424942156569
"ENSG00000086730",212.55551807099,1.23500398168066,0.34965317363049,3.53208286044558,0.000412300142312139,0.00386533314384951
"ENSG00000087088",872.946592262446,1.03983229217796,0.241498525645107,4.30575006369206,1.66420874142517e-05,0.000266934814922697
"ENSG00000087116",147.223022383713,1.58449328899541,0.436019394781132,3.6339972670041,0.000279063818290351,0.00280431118926151
"ENSG00000087245",801.082258982765,1.08726554704962,0.342041460045187,3.17875367186769,0.00147909730386945,0.0107932262284694
"ENSG00000087495",1790.52820120524,-2.65206431936575,0.362593898824039,-7.31414490968243,2.59025499857877e-13,3.52246524861077e-11
"ENSG00000087903",198.2169701071,1.22982103694024,0.253653806571277,4.84842334347015,1.24446602113447e-06,2.97912306908361e-05
"ENSG00000088325",181.036227245944,1.86823613596765,0.609415260700729,3.06562086059263,0.00217218566589672,0.0144767845031361
"ENSG00000088538",66.5719802044895,-1.21598250912154,0.363403899548751,-3.34609097654555,0.000819594999055118,0.00673494452097116
"ENSG00000088826",720.563641384813,1.47736741397268,0.232138058470568,6.36417579997977,1.96341158393671e-10,1.40769297000757e-08
"ENSG00000088827",38.5854939092424,3.14263248598217,0.874646614082951,3.59303110008282,0.000326853559400338,0.00320099012262828
"ENSG00000088888",2446.99752482064,1.31935625086663,0.134489090949438,9.81013583743125,1.01831388105772e-22,8.21943546187941e-20
"ENSG00000088992",186.618174146381,1.79121616882238,0.449897772199434,3.98138483786125,6.85149149371624e-05,0.000885526963614503
"ENSG00000089127",6214.71726359983,1.17972096310465,0.342115915971431,3.44830774608909,0.000564110901165157,0.00500183662967915
"ENSG00000089327",1477.36904394305,1.1747954222671,0.242042797195372,4.85366817719775,1.21198467084527e-06,2.91879503694805e-05
"ENSG00000089505",13.943572267692,1.46404755521511,0.37140015742848,3.9419680523346,8.08157431536112e-05,0.00101770081791125
"ENSG00000089639",226.741558466906,1.57050965120608,0.377390872608473,4.16149346790223,3.16173043453621e-05,0.000465095937289624
"ENSG00000089685",198.153090474339,1.8106673384225,0.576986391990231,3.13814565396745,0.00170020367633313,0.0119568567704349
"ENSG00000089723",92.4137981817162,1.2373187816898,0.329444444018057,3.75577370982156,0.000172806783573125,0.00189150102299507
"ENSG00000089820",502.635051913689,1.5618230684022,0.283699212314072,5.50520763051385,3.68733428268343e-08,1.40861799116496e-06
"ENSG00000090097",1186.81670911028,1.06649960707637,0.165422859511602,6.44711142235799,1.14001978907186e-10,8.56623878743428e-09
"ENSG00000090104",45.090123145778,-2.31210392089783,0.84139330087829,-2.74794667188856,0.00599697621219608,0.0314188314031764
